Num,Prio,Summary,Resolver_group,Active,Summary_Clean,Summary_Clean_lemmatized,Final_cleaned,Resolver_group_Clean,Resolver_group_Clean_lemmatized,topic,top_words
INC0115287,3 - Moderate,Warning Alert: Memory Utilization on GBVVSCL3 is : 95 %,Windows Support,False,warning alert memory utilization on gbvvscl3 i,warn alert memory utilization on gbvvscl3 I,windows support,                windows support,                 window support,9,gbvvscl3-warn
INC0115288,2 - High, NODE ALERT: ITEST2.WESCOHQ.COM is Down,JDE CNC Technical,False,            node alert itest2wescohqcom is down,             node alert itest2wescohqcom be down,jde cnc,              jde cnc technical,               jde cnc technical,2,baseline-services_window
INC0115289,2 - High,Critical ALERT:  A Baseline Services_Windows component  on GOTBIZCONNECTDV is in a current state of: Down,Windows Support,False,critical alert  a baseline services_windows co,critical alert   a baseline services_window co,windows support,                windows support,                 window support,2,baseline-services_window
INC0115290,3 - Moderate,TIER 3 - Critical Device Down: CA-LAC-C1111-R01.wescoaircraft.com is Down,Network Support,False,tier 3  critical device down calacc1111r01,tier 3   critical device down calacc1111r01,network support,                network support,                 network support,11,critical-device
INC0115291,2 - High,Alert: CPU Utilization on TXAU-FBDEV01 is Critical	,Windows Support,False,alert cpu utilization on txaufbdev01 is criti,alert cpu utilization on txaufbdev01 be criti,windows support,                windows support,                 window support,1,cpu-utilization
INC0115292,3 - Moderate,Alert: CPU Utilization on TXAU-ADDEV01 is Warning	,Windows Support,False,alert cpu utilization on txauaddev01 is warni,alert cpu utilization on txauaddev01 be warni,windows support,                windows support,                 window support,11,critical-device
INC0115293,2 - High,Alert: CPU Utilization on CAV-MITAuto01 is Critical	,Windows Support,False,alert cpu utilization on cavmitauto01 is crit,alert cpu utilization on cavmitauto01 be crit,windows support,                windows support,                 window support,14,point-wpm
INC0115294,2 - High,Alert: CPU Utilization on TXAU-DSXDEV01 is Critical	,Windows Support,False,alert cpu utilization on txaudsxdev01 is crit,alert cpu utilization on txaudsxdev01 be crit,windows support,                windows support,                 window support,14,point-wpm
INC0115295,2 - High,Alert: CPU Utilization on TXAU-FBDEV02 is Critical	,Windows Support,False,alert cpu utilization on txaufbdev02 is criti,alert cpu utilization on txaufbdev02 be criti,windows support,                windows support,                 window support,1,cpu-utilization
INC0115296,4 - Low, NODE ALERT: VALJDELOG01 has rebooted,JDE CNC Technical,False,              node alert valjdelog01 has rebooted,               node alert valjdelog01 have reboot,jde cnc,              jde cnc technical,               jde cnc technical,3,node-reboot
INC0115297,2 - High,Alert: CPU Utilization on TXAU-ADDEV01 is Critical	,Windows Support,False,alert cpu utilization on txauaddev01 is criti,alert cpu utilization on txauaddev01 be criti,windows support,                windows support,                 window support,1,cpu-utilization
INC0115298,3 - Moderate,TIER 3 - Critical Device Down: CN-HAN-C1111-R01.wescoaircraft.com is Down,Network Support,False,tier 3  critical device down cnhanc1111r01,tier 3   critical device down cnhanc1111r01,network support,                network support,                 network support,4,inban2921r01-device
INC0115299,4 - Low, NODE ALERT: DEVJDEJAS2 has rebooted,JDE CNC Technical,False,               node alert devjdejas2 has rebooted,                node alert devjdejas2 have reboot,jde cnc,              jde cnc technical,               jde cnc technical,3,node-reboot
INC0115301,3 - Moderate,Warning Alert: Memory Utilization on GBVFSMO0 is : 95 %,Windows Support,False,warning alert memory utilization on gbvfsmo0 i,warn alert memory utilization on gbvfsmo0 I,windows support,                windows support,                 window support,13,memory-warn
INC0115302,2 - High,Critical ALERT:  A Baseline Services_Windows component  on AUS-ITWIKI01 is in a current state of: Down,Windows Support,False,critical alert  a baseline services_windows co,critical alert   a baseline services_window co,windows support,                windows support,                 window support,2,baseline-services_window
INC0115303,2 - High,Critical ALERT:  A Baseline Services_Windows component  on AUS-DEVWIKI03 is in a current state of: Down,Windows Support,False,critical alert  a baseline services_windows co,critical alert   a baseline services_window co,windows support,                windows support,                 window support,2,baseline-services_window
INC0115304,2 - High,Critical ALERT:  A Baseline Services_Windows component  on G-HRMSWEB01 is in a current state of: Down,Windows Support,False,critical alert  a baseline services_windows co,critical alert   a baseline services_window co,windows support,                windows support,                 window support,2,baseline-services_window
INC0115305,2 - High,Critical ALERT:  A Baseline Services_Windows component  on LON-DFS01 is in a current state of: Down,Windows Support,False,critical alert  a baseline services_windows co,critical alert   a baseline services_window co,windows support,                windows support,                 window support,2,baseline-services_window
INC0115306,2 - High,Critical ALERT:  A Baseline Services_Windows component  on TXAU-FB03 is in a current state of: Down,Windows Support,False,critical alert  a baseline services_windows co,critical alert   a baseline services_window co,windows support,                windows support,                 window support,2,baseline-services_window
INC0115307,2 - High,Critical ALERT:  A Baseline Services_Windows component  on GBVVSMS5 is in a current state of: Down,Windows Support,False,critical alert  a baseline services_windows co,critical alert   a baseline services_window co,windows support,                windows support,                 window support,2,baseline-services_window
INC0115308,2 - High,Alert: CPU Utilization on gbmi1-dc05 is Critical	,Windows Support,False,alert cpu utilization on gbmi1dc05 is criticalt,alert cpu utilization on gbmi1dc05 be criticalt,windows support,                windows support,                 window support,1,cpu-utilization
INC0115309,2 - High,Critical ALERT:  A Baseline Services_Windows component  on AUS-GHS01 is in a current state of: Down,Windows Support,False,critical alert  a baseline services_windows co,critical alert   a baseline services_window co,windows support,                windows support,                 window support,2,baseline-services_window
INC0115310,2 - High,Critical ALERT:  A Baseline Services_Windows component  on CAV-QLIKVIEW01 is in a current state of: Down,Windows Support,False,critical alert  a baseline services_windows co,critical alert   a baseline services_window co,windows support,                windows support,                 window support,2,baseline-services_window
INC0115311,2 - High,Critical ALERT:  A Baseline Services_Windows component  on CAV-VMSITEREC01 is in a current state of: Down,Windows Support,False,critical alert  a baseline services_windows co,critical alert   a baseline services_window co,windows support,                windows support,                 window support,2,baseline-services_window
INC0115312,2 - High,Critical ALERT:  A Baseline Services_Windows component  on AUS-ORIONHA01 is in a current state of: Down,Windows Support,False,critical alert  a baseline services_windows co,critical alert   a baseline services_window co,windows support,                windows support,                 window support,2,baseline-services_window
INC0115313,2 - High,Critical ALERT:  A Baseline Services_Windows component  on PLWRENV1 is in a current state of: Down,Windows Support,False,critical alert  a baseline services_windows co,critical alert   a baseline services_window co,windows support,                windows support,                 window support,2,baseline-services_window
INC0115314,2 - High,Critical ALERT:  A Baseline Services_Windows component  on TXAU-FB01 is in a current state of: Down,Windows Support,False,critical alert  a baseline services_windows co,critical alert   a baseline services_window co,windows support,                windows support,                 window support,2,baseline-services_window
INC0115315,2 - High,Critical ALERT:  A Exchange service Monitor component  on G-EXCHCAS01 is in a current state of: Down,Windows Support,False,critical alert  a exchange service monitor com,critical alert   a exchange service monitor com,windows support,                windows support,                 window support,6,component-microsoft
INC0115316,2 - High,Critical ALERT:  A Microsoft Exchange component  on G-EXCHCAS01 is in a current state of: Down,Windows Support,False,critical alert  a microsoft exchange component,critical alert   a microsoft exchange component,windows support,                windows support,                 window support,6,component-microsoft
INC0115317,2 - High,Critical ALERT:  A Baseline Services_Windows component  on TXAU-SQL19-N1 is in a current state of: Down,Windows Support,False,critical alert  a baseline services_windows co,critical alert   a baseline services_window co,windows support,                windows support,                 window support,2,baseline-services_window
INC0115318,2 - High,Critical ALERT:  A Baseline Services_Windows component  on AUS-ORIONDPA01 is in a current state of: Down,Windows Support,False,critical alert  a baseline services_windows co,critical alert   a baseline services_window co,windows support,                windows support,                 window support,2,baseline-services_window
INC0115319,2 - High,Critical ALERT:  A Baseline Services_Windows component  on USAUWCSAPP01 is in a current state of: Down,Windows Support,False,critical alert  a baseline services_windows co,critical alert   a baseline services_window co,windows support,                windows support,                 window support,2,baseline-services_window
INC0115320,2 - High,Critical ALERT:  A Baseline Services_Windows component  on G-JDERPT02 is in a current state of: Down,Windows Support,False,critical alert  a baseline services_windows co,critical alert   a baseline services_window co,windows support,                windows support,                 window support,2,baseline-services_window
INC0115321,2 - High,Critical ALERT:  A Baseline Services_Windows component  on GBVVSRD7 is in a current state of: Down,Windows Support,False,critical alert  a baseline services_windows co,critical alert   a baseline services_window co,windows support,                windows support,                 window support,2,baseline-services_window
INC0115322,2 - High,DHCP Alerts: Service Impacted on  192.168.11.138 Location *DATA CENTER: AUSTIN,Windows Support,False,dhcp alerts service impacted on  1921681113,dhcp alert service impact on   1921681113,windows support,                windows support,                 window support,3,node-reboot
INC0115323,2 - High,Critical ALERT:  A Windows DHCP Server - Full/Almost_Full component  on AUS-DHCP01 is in a current state of: Down,Windows Support,False,critical alert  a windows dhcp server  fulla,critical alert   a window dhcp server   fulla,windows support,                windows support,                 window support,11,critical-device
INC0115324,2 - High,Critical ALERT:  A Microsoft IIS component  on G-EXCHCAS01 is in a current state of: Down,Windows Support,False,critical alert  a microsoft iis component  on ,critical alert   a microsoft iis component   on,windows support,                windows support,                 window support,6,component-microsoft
INC0115325,3 - Moderate,Alert: CPU Utilization on tcmtm05-sso01.haasgroupintl.com is Critical,Linux Support,False,alert cpu utilization on tcmtm05sso01haasgro,alert cpu utilization on tcmtm05sso01haasgro,linux support,                  linux support,                   linux support,1,cpu-utilization
INC0115326,2 - High, NODE ALERT: G-SCCM01 is Down,Windows Support,False,                      node alert gsccm01 is down,                       node alert gsccm01 be down,windows support,                windows support,                 window support,6,component-microsoft
INC0115327,2 - High,Critical ALERT:  A Exchange service Monitor component  on G-EXCHCAS01 is in a current state of: Down,Windows Support,False,critical alert  a exchange service monitor com,critical alert   a exchange service monitor com,windows support,                windows support,                 window support,6,component-microsoft
INC0115328,3 - Moderate,Warning ALERT:  SQL Components component  on TXAU-SQL1901 shows Warning,MS SQL Database Support,False,warning alert  sql components component  on tx,warn alert   sql component component   on tx,ms sql database support,        ms sql database support,         ms sql database support,6,component-microsoft
INC0115329,2 - High,Critical ALERT:  A monitoringhost component  on AUS-BIPRD-PUB01 is in a current state of: Down,Windows Support,False,critical alert  a monitoringhost component  on,critical alert   a monitoringhost component   on,windows support,                windows support,                 window support,6,component-microsoft
INC0115330,3 - Moderate,Alert: CPU Utilization on AUS-BIPRD-PUB02 is Warning	,Windows Support,False,alert cpu utilization on ausbiprdpub02 is wa,alert cpu utilization on ausbiprdpub02 be wa,windows support,                windows support,                 window support,5,utilization-gbvvssq10
INC0115331,2 - High,Alert: CPU Utilization on AUS-ORIONDPA01 is Critical	,Windows Support,False,alert cpu utilization on ausoriondpa01 is cri,alert cpu utilization on ausoriondpa01 be cri,windows support,                windows support,                 window support,1,cpu-utilization
INC0115332,2 - High,Alert: CPU Utilization on TXAU-FB01 is Critical	,Windows Support,False, alert cpu utilization on txaufb01 is criticalt,  alert cpu utilization on txaufb01 be criticalt,windows support,                windows support,                 window support,1,cpu-utilization
INC0115333,3 - Moderate,Alert: CPU Utilization on G-DHCP01 is Warning	,Windows Support,False,   alert cpu utilization on gdhcp01 is warningt,    alert cpu utilization on gdhcp01 be warningt,windows support,                windows support,                 window support,5,utilization-gbvvssq10
INC0115334,2 - High,Alert: CPU Utilization on GBVVSNM3 is Critical	,Windows Support,False,  alert cpu utilization on gbvvsnm3 is criticalt,   alert cpu utilization on gbvvsnm3 be criticalt,windows support,                windows support,                 window support,1,cpu-utilization
INC0115335,2 - High,Critical ALERT:  A Windows Server 2019 Services and Counters component  on TXAU-SQL19-N1 is in a current state of: Up,Windows Support,False,critical alert  a windows server 2019 services,critical alert   a window server 2019 service,windows support,                windows support,                 window support,6,component-microsoft
INC0115336,2 - High,Alert: CPU Utilization on AUS-ITWIKI01 is Critical	,Windows Support,False,alert cpu utilization on ausitwiki01 is criti,alert cpu utilization on ausitwiki01 be criti,windows support,                windows support,                 window support,8,warningt-ausmcl01
INC0115337,2 - High,Critical ALERT:  A Microsoft IIS component  on AUS-GHS01 is in a current state of: Down,Windows Support,False,critical alert  a microsoft iis component  on ,critical alert   a microsoft iis component   on,windows support,                windows support,                 window support,6,component-microsoft
INC0115339,2 - High,Critical ALERT:  SQL Components component  on GBVVSMS5 shows Down,MS SQL Database Support,False,critical alert  sql components component  on g,critical alert   sql component component   on g,ms sql database support,        ms sql database support,         ms sql database support,6,component-microsoft
INC0115340,2 - High,Critical ALERT:  A Baseline Services_Windows component  on G-TRAXDEV01 is in a current state of: Down,Windows Support,False,critical alert  a baseline services_windows co,critical alert   a baseline services_window co,windows support,                windows support,                 window support,2,baseline-services_window
INC0115341,2 - High,Alert: CPU Utilization on AUS-DAMEWARECS is Critical	,Windows Support,False,alert cpu utilization on ausdamewarecs is cri,alert cpu utilization on ausdamewarec be cri,windows support,                windows support,                 window support,1,cpu-utilization
INC0115342,2 - High,Alert: CPU Utilization on PAJO-WMS-PRT01 is Critical	,Windows Support,False,alert cpu utilization on pajowmsprt01 is cri,alert cpu utilization on pajowmsprt01 be cri,windows support,                windows support,                 window support,1,cpu-utilization
INC0115344,2 - High,Alert: CPU Utilization on AUS-BACKUP01 is Critical	,Windows Support,False,alert cpu utilization on ausbackup01 is criti,alert cpu utilization on ausbackup01 be criti,windows support,                windows support,                 window support,1,cpu-utilization
INC0115345,2 - High,Alert: CPU Utilization on AUS-SIRIUSJUMP1 is Critical	,Windows Support,False,alert cpu utilization on aussiriusjump1 is cr,alert cpu utilization on aussiriusjump1 be cr,windows support,                windows support,                 window support,5,utilization-gbvvssq10
INC0115346,2 - High,Alert: CPU Utilization on G-DHCP01 is Critical	,Windows Support,False,  alert cpu utilization on gdhcp01 is criticalt,   alert cpu utilization on gdhcp01 be criticalt,windows support,                windows support,                 window support,5,utilization-gbvvssq10
INC0115347,2 - High,Critical ALERT:  A Baseline Services_Windows component  on GBVVSSC1 is in a current state of: Down,Windows Support,False,critical alert  a baseline services_windows co,critical alert   a baseline services_window co,windows support,                windows support,                 window support,2,baseline-services_window
INC0115348,2 - High,Critical ALERT:  A Distributed File System (DFS) component  on AUS-DFS01 is in a current state of: Down,Windows Support,False,critical alert  a distributed file system dfs,critical alert   a distribute file system dfs,windows support,                windows support,                 window support,4,inban2921r01-device
INC0115349,2 - High,Alert: CPU Utilization on USAUWCSAPP01 is Critical	,Windows Support,False,alert cpu utilization on usauwcsapp01 is criti,alert cpu utilization on usauwcsapp01 be criti,windows support,                windows support,                 window support,1,cpu-utilization
INC0115350,2 - High,Critical ALERT:  A Baseline Services_Windows component  on SGSVSFS1 is in a current state of: Down,Windows Support,False,critical alert  a baseline services_windows co,critical alert   a baseline services_window co,windows support,                windows support,                 window support,2,baseline-services_window
INC0115351,3 - Moderate,Alert: CPU Utilization on aus-esx17.haasgroupintl.com is Warning	,Windows Support,False,alert cpu utilization on ausesx17haasgroupin,alert cpu utilization on ausesx17haasgroupin,windows support,                windows support,                 window support,7,disk-space
INC0115352,2 - High,Critical ALERT:  A Baseline Services_Windows component  on GBVVSML7 is in a current state of: Down,Windows Support,False,critical alert  a baseline services_windows co,critical alert   a baseline services_window co,windows support,                windows support,                 window support,2,baseline-services_window
INC0115353,4 - Low,Alert: CPU Utilization on G-SQLDEV2 is Critical	,Windows Support,False, alert cpu utilization on gsqldev2 is criticalt,  alert cpu utilization on gsqldev2 be criticalt,windows support,                windows support,                 window support,1,cpu-utilization
INC0115354,3 - Moderate,"Critical Alert :  The SQL service ""Buffer Cache Hit Ratio"" on CAV-SQLDW01 is in Critical",MS SQL Database Support,False,critical alert   the sql service buffer cache,critical alert    the sql service buffer cache,ms sql database support,        ms sql database support,         ms sql database support,6,component-microsoft
INC0115356,3 - Moderate,Alert: CPU Utilization on AUS-BIPRD-PUB02 is Critical	,Windows Support,False,alert cpu utilization on ausbiprdpub02 is cr,alert cpu utilization on ausbiprdpub02 be cr,windows support,                windows support,                 window support,10,esx-utilization
INC0115357,2 - High,Critical ALERT:  A Windows Server 2019 Services and Counters component  on TXAU-MLEINPROD1 is in a current state of: Critical,Windows Support,False,critical alert  a windows server 2019 services,critical alert   a window server 2019 service,windows support,                windows support,                 window support,6,component-microsoft
INC0115358,3 - Moderate,TIER 3 - Critical Device Down: CA-QUE-BOM1-C1111-R01.wescoaircraft.com is Down,Network Support,False,tier 3  critical device down caquebom1c111,tier 3   critical device down caquebom1c111,network support,                network support,                 network support,12,tier-critical
INC0115359,3 - Moderate,Warning Alert: Memory Utilization on SGSVSFS1 is : 95 %,Windows Support,False,warning alert memory utilization on sgsvsfs1 i,warn alert memory utilization on sgsvsfs1 I,windows support,                windows support,                 window support,13,memory-warn
INC0115361,2 - High,NODE Down ALERT: XA6502 is Down,Citrix Support,False,                   node down alert xa6502 is down,                    node down alert xa6502 be down,citrix support,                 citrix support,                  citrix support,5,utilization-gbvvssq10
INC0115362,3 - Moderate,Warning Alert: Memory Utilization on USAVSWW0 is : 94 %,Windows Support,False,warning alert memory utilization on usavsww0 i,warn alert memory utilization on usavsww0 I,windows support,                windows support,                 window support,13,memory-warn
INC0115363,3 - Moderate,GROUP ALERT: Group is Down - Network Team Tickets: Tier3 - BOM: Saint-Laur?ent (Plant 1) - AMER - Retorno El Marques #4F Parque Industrial El Marques Bombardier,Network Support,False,group alert group is down  network team ticke,group alert group be down   network team ticke,network support,                network support,                 network support,0,group-network
INC0115365,2 - High,Critical ALERT:  A Baseline Services_Windows component  on G-FEDEXPROD01 is in a current state of: Down,Windows Support,False,critical alert  a baseline services_windows co,critical alert   a baseline services_window co,windows support,                windows support,                 window support,2,baseline-services_window
INC0115366,2 - High,Alert: CPU Utilization on wdiprd-cml01.haasgroupintl.com is Critical,Linux Support,False,alert cpu utilization on wdiprdcml01haasgrou,alert cpu utilization on wdiprdcml01haasgrou,linux support,                  linux support,                   linux support,1,cpu-utilization
INC0115367,3 - Moderate,Alert: CPU Utilization on TXAU-SQL17-N2 is Critical	,Windows Support,False,alert cpu utilization on txausql17n2 is crit,alert cpu utilization on txausql17n2 be crit,windows support,                windows support,                 window support,7,disk-space
INC0115368,3 - Moderate,Warning Alert: Memory Utilization on GBVFSMO0 is : 94 %,Windows Support,False,warning alert memory utilization on gbvfsmo0 i,warn alert memory utilization on gbvfsmo0 I,windows support,                windows support,                 window support,13,memory-warn
INC0115369,2 - High,Critical ALERT:  A Baseline Services_Windows component  on AUS-BI03 is in a current state of: Down,Windows Support,False,critical alert  a baseline services_windows co,critical alert   a baseline services_window co,windows support,                windows support,                 window support,2,baseline-services_window
INC0115371,3 - Moderate,TIER 3 - Critical Device Down: UK-CON-C1113-R01.wescoaircraft.com is Down,Network Support,False,tier 3  critical device down ukconc1113r01,tier 3   critical device down ukconc1113r01,network support,                network support,                 network support,12,tier-critical
INC0115372,3 - Moderate,TIER 3 - Critical Device Down: UK-MAR-892-R01.wescoaircraft.com is Down,Network Support,False,tier 3  critical device down ukmar892r01w,tier 3   critical device down ukmar892r01w,network support,                network support,                 network support,12,tier-critical
INC0115373,2 - High,Alert: CPU Utilization on IESPRODFRS is Critical	,Windows Support,False,alert cpu utilization on iesprodfrs is criticalt,alert cpu utilization on iesprodfrs be criticalt,windows support,                windows support,                 window support,5,utilization-gbvvssq10
INC0115376,2 - High,Alert: CPU Utilization on AUS-BI02 is Critical	,Windows Support,False,  alert cpu utilization on ausbi02 is criticalt,   alert cpu utilization on ausbi02 be criticalt,windows support,                windows support,                 window support,1,cpu-utilization
INC0115377,2 - High,Critical Alert: Memory Utilization on GBVVSMS4 is : 99 %,Windows Support,False,critical alert memory utilization on gbvvsms4 ,critical alert memory utilization on gbvvsms4,windows support,                windows support,                 window support,1,cpu-utilization
INC0115378,3 - Moderate,TIER 3 - Critical Device Down: CN-XIA-C1111-R01.wescoaircraft.com is Down,Network Support,False,tier 3  critical device down cnxiac1111r01,tier 3   critical device down cnxiac1111r01,network support,                network support,                 network support,11,critical-device
INC0115379,2 - High,Alert: CPU Utilization on G-CRM02 is Critical	,Windows Support,False,   alert cpu utilization on gcrm02 is criticalt,    alert cpu utilization on gcrm02 be criticalt,windows support,                windows support,                 window support,1,cpu-utilization
INC0115380,3 - Moderate,Warning Alert: Memory Utilization on GBVVSMS4 is : 96 %,Windows Support,False,warning alert memory utilization on gbvvsms4 i,warn alert memory utilization on gbvvsms4 I,windows support,                windows support,                 window support,1,cpu-utilization
INC0115381,3 - Moderate,Warning Alert: Memory Utilization on USAVSFP0 is : 95 %,Windows Support,False,warning alert memory utilization on usavsfp0 i,warn alert memory utilization on usavsfp0 I,windows support,                windows support,                 window support,13,memory-warn
INC0115382,2 - High,Critical ALERT:  A Microsoft IIS component  on AUS-GHS01 is in a current state of: Down,Windows Support,False,critical alert  a microsoft iis component  on ,critical alert   a microsoft iis component   on,windows support,                windows support,                 window support,6,component-microsoft
INC0115384,3 - Moderate,"GROUP ALERT: Group is Down - Network Team Tickets: Tier3 - Xi'an - APAC - Level 2 Unit B No. 5 Lantian Road, Yanliang, Xian, China",Network Support,False,group alert group is down  network team ticke,group alert group be down   network team ticke,network support,                network support,                 network support,0,group-network
INC0115385,3 - Moderate,Critical Alert: Memory Utilization on GBISRFC1 is : 99 %,Windows Support,False,critical alert memory utilization on gbisrfc1 ,critical alert memory utilization on gbisrfc1,windows support,                windows support,                 window support,1,cpu-utilization
INC0115386,2 - High,Critical ALERT:  A Windows Server 2019 Services and Counters component  on TXAU-SQL19-N1 is in a current state of: Critical,Windows Support,False,critical alert  a windows server 2019 services,critical alert   a window server 2019 service,windows support,                windows support,                 window support,6,component-microsoft
INC0115388,2 - High,Alert: CPU Utilization on USVVSDC0 is Critical	,Windows Support,False,  alert cpu utilization on usvvsdc0 is criticalt,   alert cpu utilization on usvvsdc0 be criticalt,windows support,                windows support,                 window support,10,esx-utilization
INC0115389,2 - High, NODE ALERT: txau-crucible01 is Down,Windows Support,False,               node alert txaucrucible01 is down,                node alert txaucrucible01 be down,windows support,                windows support,                 window support,3,node-reboot
INC0115390,3 - Moderate,Warning Alert: Memory Utilization on GBISRFC1 is : 94 %,Windows Support,False,warning alert memory utilization on gbisrfc1 i,warn alert memory utilization on gbisrfc1 I,windows support,                windows support,                 window support,1,cpu-utilization
INC0115391,3 - Moderate,Alert: CPU Utilization on G-VALDC03 is Critical,Windows Support,False,   alert cpu utilization on gvaldc03 is critical,    alert cpu utilization on gvaldc03 be critical,windows support,                windows support,                 window support,2,baseline-services_window
INC0115392,3 - Moderate,Alert Storage -Hardware component is in critical state - integration,Backup Support,False,alert storage hardware component is in critica,alert storage hardware component be in critica,backup support,                 backup support,                  backup support,4,inban2921r01-device
INC0115393,3 - Moderate,Alert Storage -Hardware component is in critical state - integration,Backup Support,False,alert storage hardware component is in critica,alert storage hardware component be in critica,backup support,                 backup support,                  backup support,4,inban2921r01-device
INC0115394,3 - Moderate,Alert Storage -Hardware component is in critical state - integration,Backup Support,False,alert storage hardware component is in critica,alert storage hardware component be in critica,backup support,                 backup support,                  backup support,4,inban2921r01-device
INC0115395,3 - Moderate,Alert Storage -Hardware component is in critical state - integration,Backup Support,False,alert storage hardware component is in critica,alert storage hardware component be in critica,backup support,                 backup support,                  backup support,4,inban2921r01-device
INC0115396,3 - Moderate,Warning Alert: Memory Utilization on GBVVSCL3 is : 95 %,Windows Support,False,warning alert memory utilization on gbvvscl3 i,warn alert memory utilization on gbvvscl3 I,windows support,                windows support,                 window support,9,gbvvscl3-warn
INC0115397,2 - High,Critical ALERT:  A Microsoft IIS component  on ADAVIIS01 is in a current state of: Down,Windows Support,False,critical alert  a microsoft iis component  on ,critical alert   a microsoft iis component   on,windows support,                windows support,                 window support,6,component-microsoft
INC0115399,3 - Moderate,Alert: CPU Utilization on IESPRODFRS is Warning	,Windows Support,False, alert cpu utilization on iesprodfrs is warningt,  alert cpu utilization on iesprodfrs be warningt,windows support,                windows support,                 window support,5,utilization-gbvvssq10
INC0115400,3 - Moderate,TIER 3 - Critical Device Down: UK-RED-TZ300-F01 is Down,Network Support,False,tier 3  critical device down ukredtz300f01,tier 3   critical device down ukredtz300f01,network support,                network support,                 network support,11,critical-device
INC0115402,3 - Moderate,Warning Alert: Memory Utilization on GBVFSMO0 is : 94 %,Windows Support,False,warning alert memory utilization on gbvfsmo0 i,warn alert memory utilization on gbvfsmo0 I,windows support,                windows support,                 window support,13,memory-warn
INC0115404,2 - High,Critical Alert: Memory Utilization on GBVVSMS4 is : 98 %,Windows Support,False,critical alert memory utilization on gbvvsms4 ,critical alert memory utilization on gbvvsms4,windows support,                windows support,                 window support,1,cpu-utilization
INC0115405,3 - Moderate,Warning Alert: Memory Utilization on GBVVSCL3 is : 94 %,Windows Support,False,warning alert memory utilization on gbvvscl3 i,warn alert memory utilization on gbvvscl3 I,windows support,                windows support,                 window support,9,gbvvscl3-warn
INC0115406,3 - Moderate,Warning Alert: Memory Utilization on gbdvssq0 is : 96 %,Windows Support,False,warning alert memory utilization on gbdvssq0 i,warn alert memory utilization on gbdvssq0 I,windows support,                windows support,                 window support,13,memory-warn
INC0115407,2 - High,Critical ALERT:  A Windows Server 2019 Services and Counters component  on TXAU-SQL19-N1 is in a current state of: Critical,Windows Support,False,critical alert  a windows server 2019 services,critical alert   a window server 2019 service,windows support,                windows support,                 window support,6,component-microsoft
INC0115408,2 - High,ALERT: Critical disk utilization in GBVVSML5,Windows Support,False,      alert critical disk utilization in gbvvsml5,       alert critical disk utilization in gbvvsml5,windows support,                windows support,                 window support,2,baseline-services_window
INC0115409,3 - Moderate,Warning Alert: Memory Utilization on USOVSFP1 is : 95 %,Windows Support,False,warning alert memory utilization on usovsfp1 i,warn alert memory utilization on usovsfp1 I,windows support,                windows support,                 window support,13,memory-warn
INC0115410,2 - High,ALERT: Critical disk utilization in GBVVSML6,Windows Support,False,      alert critical disk utilization in gbvvsml6,       alert critical disk utilization in gbvvsml6,windows support,                windows support,                 window support,0,group-network
INC0115411,3 - Moderate,Warning Alert: Memory Utilization on GBVVSMS4 is : 94 %,Windows Support,False,warning alert memory utilization on gbvvsms4 i,warn alert memory utilization on gbvvsms4 I,windows support,                windows support,                 window support,1,cpu-utilization
INC0115412,4 - Low,ALERT: DISK SPACE on GBVVSML6-C:\ Label: 26AAB525 has currently 9 % is available,Windows Support,False,alert disk space on gbvvsml6c label 26aab5,alert disk space on gbvvsml6c label 26aab5,windows support,                windows support,                 window support,8,warningt-ausmcl01
INC0115413,3 - Moderate,TIER 3 - Critical Device Down: US-AMA-891-BEL2-R01.wescoaircraft.com is Down,Network Support,False,tier 3  critical device down usama891bel2,tier 3   critical device down usama891bel2,network support,                network support,                 network support,12,tier-critical
INC0115414,4 - Low,ALERT: DISK SPACE on GBVVSRD5-C:\ Label:OS 02A7D15B has currently 8 % is available,Windows Support,False,alert disk space on gbvvsrd5c labelos 02a7,alert disk space on gbvvsrd5c labelo 02a7,windows support,                windows support,                 window support,8,warningt-ausmcl01
INC0115415,2 - High,ALERT: Critical disk utilization in GBVVSML0,Windows Support,False,      alert critical disk utilization in gbvvsml0,       alert critical disk utilization in gbvvsml0,windows support,                windows support,                 window support,1,cpu-utilization
INC0115416,3 - Moderate,ALERT: Critical disk utilization in GBVVSML4,Windows Support,False,      alert critical disk utilization in gbvvsml4,       alert critical disk utilization in gbvvsml4,windows support,                windows support,                 window support,7,disk-space
INC0115417,4 - Low,ALERT: DISK SPACE on GBVVSML0-C:\ Label: 26AAB525 has currently 8 % is available,Windows Support,False,alert disk space on gbvvsml0c label 26aab5,alert disk space on gbvvsml0c label 26aab5,windows support,                windows support,                 window support,8,warningt-ausmcl01
INC0115418,4 - Low,ALERT: DISK SPACE on GBVVSML1-C:\ Label: A048ABB1 has currently 9 % is available,Windows Support,False,alert disk space on gbvvsml1c label a048ab,alert disk space on gbvvsml1c label a048ab,windows support,                windows support,                 window support,7,disk-space
INC0115419,2 - High,ALERT: Critical disk utilization in GBVVSML4,Windows Support,False,      alert critical disk utilization in gbvvsml4,       alert critical disk utilization in gbvvsml4,windows support,                windows support,                 window support,7,disk-space
